enhet	anmkod	Kurskod	Benamning	Enhetsnamn
896	P0037.0910	PLS0012	Planeringsteori - Planeringspraktik	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0038.0405	PLG0001	Kommunikationsaspekter på stadsnaturen och utemiljön	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0038.0607	PLS0009	Stadsnära landsbygdsutveckling i en global ekonomi	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0038.0809	PLS0016	Analysmetoder - möjligheter och utmaningar	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0038.1011	PLS0023	Urban Studies and Urban Theory - Encountering Public Space	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0038.1112	PLS0028	Workshop för forskarskolan APULA	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0039.0506	PLG0002	Variansanalys och försöksplanering	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0039.0607	PLS0009	Stadsnära landsbygdsutveckling i en global ekonomi	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0040.0910	PLS0017	Avancerad växtförädling och genetiska resurser	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0041.0708	PLG0007	Intervjuteknik för doktorander	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0042.0708	PLG0008	Plant Protection Biology	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0043.0809	PLG0005	POPULÄRVETENSKAPLIG SKRIVNING	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0043.0910	PLG0018	Treatment of data - Qualitative and Quantitative Analysis	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0043.1011	PLS0024	Kvalitativ dataanalys	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0044.0708	PLG0009	Databearbetning	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0044.0809	PLG0012	Treatment of data	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0046.0910	PLG0019	Plant Protection Biology	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0048.0607	PLG0005	POPULÄRVETENSKAPLIG SKRIVNING	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0019.1011	PLS0021	Multivariate Statistics in Microbial Horticulture	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0019.1112	PLG0030	Introduktionskurs för doktorander	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0025.0809	PLG0004	Forskningsdesign för doktorander	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0026.0607	PLS0007	Analysmetoder - möjligheter och utmaningar	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0026.0708	PLS0012	Planeringsteori - Planeringspraktik	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0026.0809	PLS0006	Mikroskopi i växt biologi forskning	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0027.0809	PLS0014	Scientific Theory  with the emphasis on Research in Architecture and Landscape Architecture	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0027.1011	PLG0024	Introduktionskurs för doktorander	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0029.0607	PLG0003	Introduktionskurs för doktorander	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0029.1011	PLG0026	Analytical Methods in Chemical Ecology	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0030.0607	PLS0006	Mikroskopi i växt biologi forskning	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0030.0708	PLS0013	Aspects of Application Technology	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0033.0607	PLG0004	Forskningsdesign för doktorander	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0033.1112	PLS0027	Microbial pathogens and biocontrol in a changing climate	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0011.1112	PLS0026	Landscape Urbanism and Landscape Analysis - Site, Situation, Sequence	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0013.0405	PLS0001	Landscape as Heritage	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0015.0809	PLG0003	Introduktionskurs för doktorander	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0016.0809	PLG0003	Introduktionskurs för doktorander	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0018.1112	PLG0029	Forskningsdesign för doktorander	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0022.0708	PLG0006	Retorik för doktorander	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0001.0506	PLS0005	Vattnets värld i landskapet och samfund	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0001.0910	PLG0015	Microbial Horticulture	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0003.0708	PLG0003	Introduktionskurs för doktorander	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0003.0910	PLG0003	Introduktionskurs för doktorander	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0004.0708	PLG0004	Forskningsdesign för doktorander	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0062.1213	PLG0043	Treatment of data - qualitative material	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0024.1213	PLS0029	Microscopy in plant biology related research	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
896	P0041.1314	PLG0043	Treatment of data - qualitative material	Fakulteten för landskapsarkitektur, trädgård- och växtproduktionsvetenskap
895	11301.0203	VM7199	Examensarbete och elektiv fördjupning (EEF)	Fakulteten för veterinärmedicin och husdjursvetenskap
895	11302.0102	VM7199	Examensarbete och elektiv fördjupning (EEF)	Fakulteten för veterinärmedicin och husdjursvetenskap
895	11302.0304	VM7199	Examensarbete och elektiv fördjupning (EEF)	Fakulteten för veterinärmedicin och husdjursvetenskap
895	61301.0102	VM7008	Åk 1-5 Djurskydd och författningskunskap	Fakulteten för veterinärmedicin och husdjursvetenskap
895	50022.0304	VM7199	Examensarbete och elektiv fördjupning (EEF)	Fakulteten för veterinärmedicin och husdjursvetenskap
895	41301.0203	VM7008	Åk 1-5 Djurskydd och författningskunskap	Fakulteten för veterinärmedicin och husdjursvetenskap
894	30291.2021	NB0001	Nyckel till natur och miljö - naturvetenskaplig bastermin, 20 veckor	Fakulteten för naturresurser och jordbruksvetenskap
894	30274.1516	BAS001	Nyckel till natur och miljö - naturvetenskaplig bastermin, 20 veckor	Fakulteten för naturresurser och jordbruksvetenskap
894	3B001.1819	NB0001	Nyckel till natur och miljö - naturvetenskaplig bastermin, 20 veckor	Fakulteten för naturresurser och jordbruksvetenskap
894	30288.1920	NB0001	Nyckel till natur och miljö - naturvetenskaplig bastermin, 20 veckor	Fakulteten för naturresurser och jordbruksvetenskap
894	30266.1617	ÖN0001	Nyckel till natur och miljö - naturvetenskaplig bastermin, 20 veckor	Fakulteten för naturresurser och jordbruksvetenskap
894	30306.2122	ÖN0001	Nyckel till natur och miljö - naturvetenskaplig bastermin, 20 veckor	Fakulteten för naturresurser och jordbruksvetenskap
894	10343.2122	ÖN0001	Nyckel till natur och miljö - naturvetenskaplig bastermin, 20 veckor	Fakulteten för naturresurser och jordbruksvetenskap
894	30262.1718	ÖN0001	Nyckel till natur och miljö - naturvetenskaplig bastermin, 20 veckor	Fakulteten för naturresurser och jordbruksvetenskap
894	30253.1819	ÖN0001	Nyckel till natur och miljö - naturvetenskaplig bastermin, 20 veckor	Fakulteten för naturresurser och jordbruksvetenskap
894	10323.2021	NB0001	Nyckel till natur och miljö - naturvetenskaplig bastermin, 20 veckor	Fakulteten för naturresurser och jordbruksvetenskap
893	30033.0809	FÖ0274	Design av organisationer: struktur och process	Fakulteten för skogsvetenskap
893	30034.0809	FÖ0274	Design av organisationer: struktur och process	Fakulteten för skogsvetenskap
893	11102.0304	ÖÄ4077	Introduktion till universitetsstudier (SESAM)	Fakulteten för skogsvetenskap
893	11101.0405	ÖÄ4077	Introduktion till universitetsstudier (SESAM)	Fakulteten för skogsvetenskap
893	10317.0708	SH0061	Projektarbete	Fakulteten för skogsvetenskap
893	10007.0506	ÖÄ4077	Introduktion till universitetsstudier (SESAM)	Fakulteten för skogsvetenskap
893	10001.0607	ÖÄ4077	Introduktion till universitetsstudier (SESAM)	Fakulteten för skogsvetenskap
893	P0017.1213	PFG0040	Forskningsetik	Fakulteten för skogsvetenskap
893	10349.0809	SH0074	Projektarbete	Fakulteten för skogsvetenskap
893	P0011.0809	PFG0033	Vetenskapligt skrivsätt	Fakulteten för skogsvetenskap
893	P0017.1011	PFG0040	Forskningsetik	Fakulteten för skogsvetenskap
893	P0020.1112	PFG0040	Forskningsetik	Fakulteten för skogsvetenskap
893	P0003.1112	PFS0075	Forests in a changing World - integrating values, interests and trade-offs	Fakulteten för skogsvetenskap
893	P0008.0809	PFG0030	Vetenskapsfilosofi och etik	Fakulteten för skogsvetenskap
893	40143.0607	SH0061	Projektarbete	Fakulteten för skogsvetenskap
893	40143.0708	SH0061	Projektarbete	Fakulteten för skogsvetenskap
893	40144.0607	SH0061	Projektarbete	Fakulteten för skogsvetenskap
893	40144.0708	SH0061	Projektarbete	Fakulteten för skogsvetenskap
893	40085.0910	SH0074	Projektarbete	Fakulteten för skogsvetenskap
893	40086.0910	SH0074	Projektarbete	Fakulteten för skogsvetenskap
893	40045.0405	JU0004	Introduktion till rättskunskap	Fakulteten för skogsvetenskap
893	40023.0708	JU0017	Introduktion till rättskunskap	Fakulteten för skogsvetenskap
893	40025.1011	SH0108	Projektarbete	Fakulteten för skogsvetenskap
893	40026.1011	SH0108	Projektarbete	Fakulteten för skogsvetenskap
893	40001.0607	JU0004	Introduktion till rättskunskap	Fakulteten för skogsvetenskap
893	40003.0809	JU0028	Introduktion till rättskunskap	Fakulteten för skogsvetenskap
893	40004.0809	SH0074	Projektarbete	Fakulteten för skogsvetenskap
893	40005.0506	JU0004	Introduktion till rättskunskap	Fakulteten för skogsvetenskap
893	40005.0809	SH0074	Projektarbete	Fakulteten för skogsvetenskap
893	33551.0001	BI4064	Naturskogsekologi	Fakulteten för skogsvetenskap
893	33551.0203	BI4063	Växtekologi	Fakulteten för skogsvetenskap
893	33551.0304	BI4064	Naturskogsekologi	Fakulteten för skogsvetenskap
893	33551.9900	BI4064	Naturskogsekologi	Fakulteten för skogsvetenskap
893	33552.0102	BI4063	Växtekologi	Fakulteten för skogsvetenskap
893	33552.0203	BI4064	Naturskogsekologi	Fakulteten för skogsvetenskap
893	33553.0102	BI4064	Naturskogsekologi	Fakulteten för skogsvetenskap
893	32201.0001	BI4063	Växtekologi	Fakulteten för skogsvetenskap
893	32221.9900	BI4063	Växtekologi	Fakulteten för skogsvetenskap
893	30223.0607	FÖ0241	Design av organisationer: struktur och process	Fakulteten för skogsvetenskap
893	30188.0910	FÖ0274	Design av organisationer: struktur och process	Fakulteten för skogsvetenskap
893	30199.0708	FÖ0241	Design av organisationer: struktur och process	Fakulteten för skogsvetenskap
893	30200.0708	FÖ0241	Design av organisationer: struktur och process	Fakulteten för skogsvetenskap
893	30187.0910	FÖ0274	Design av organisationer: struktur och process	Fakulteten för skogsvetenskap
893	30070.1011	FÖ0274	Design av organisationer: struktur och process	Fakulteten för skogsvetenskap
893	30071.1011	FÖ0274	Design av organisationer: struktur och process	Fakulteten för skogsvetenskap
882	30065.0607	BI0625	Renen i samspel med människa och miljö	Enheten för renskötsel
882	30043.0405	BI0384	Renen i samspel med människa och miljö	Enheten för renskötsel
882	30053.0910	BI0847	Renen i samspel med människa och miljö	Enheten för renskötsel
882	30035.0809	BI0847	Renen i samspel med människa och miljö	Enheten för renskötsel
882	56702.0001	BI0385	Renen i samspel med människa och miljö, fältkurs	Enheten för renskötsel
882	56702.9900	BI0385	Renen i samspel med människa och miljö, fältkurs	Enheten för renskötsel
882	36702.0001	BI0384	Renen i samspel med människa och miljö	Enheten för renskötsel
882	36702.9900	BI0384	Renen i samspel med människa och miljö	Enheten för renskötsel
882	36704.0102	BI0384	Renen i samspel med människa och miljö	Enheten för renskötsel
882	36704.0203	BI0384	Renen i samspel med människa och miljö	Enheten för renskötsel
882	36704.0304	BI0384	Renen i samspel med människa och miljö	Enheten för renskötsel
882	30192.0506	BI0384	Renen i samspel med människa och miljö	Enheten för renskötsel
880	10183.0405	BI0533	Sjukdomslära	Institutionen för husdjurens miljö och hälsa
880	30098.0506	BI0522	Anestesiologi	Institutionen för husdjurens miljö och hälsa
880	30264.0708	BI0530	Näringslära	Institutionen för husdjurens miljö och hälsa
880	30265.0708	BI0675	Försöksdjurens biologi och handhavande	Institutionen för husdjurens miljö och hälsa
880	20173.1213	BI1201	Praktisk försöksdesign och databearbetning i biologi	Institutionen för husdjurens miljö och hälsa
880	20174.1213	DO0049	Praktisk försöksdesign och databearbetning i djuromvårdnad	Institutionen för husdjurens miljö och hälsa
880	10008.2122	HV0193	Etologi och anatomi	Institutionen för husdjurens miljö och hälsa
880	P0085.1516	PVS0130	Crane seminar – a course within Anthrozoology	Institutionen för husdjurens miljö och hälsa
880	20136.1617	TU0001	Djurskydd, författningskunskap och epizootologi	Institutionen för husdjurens miljö och hälsa
880	P0017.1516	PVG0028	Djuretik	Institutionen för husdjurens miljö och hälsa
880	P0019.1516	PVG0029	Djuretik	Institutionen för husdjurens miljö och hälsa
880	P0082.1819	PVS0160	Equitation science	Institutionen för husdjurens miljö och hälsa
880	P0015.2122	PVG0036	Animal ethics	Institutionen för husdjurens miljö och hälsa
880	P0016.2122	PVG0037	Animal ethics	Institutionen för husdjurens miljö och hälsa
880	10280.1617	HV0110	Naturvetenskaplig grundkurs – evolution och ekologi	Institutionen för husdjurens miljö och hälsa
880	10011.2122	HV0198	Husdjursvetenskap – vetenskapligt perspektiv	Institutionen för husdjurens miljö och hälsa
880	10012.2122	HV0199	Husdjursvetenskap – ett hållbarhetsperspektiv	Institutionen för husdjurens miljö och hälsa
880	10295.2122	BI1291	Djurparksdjurens beteende	Institutionen för husdjurens miljö och hälsa
880	30260.2122	EX0871	Självständigt arbete i biologi, A2E	Institutionen för husdjurens miljö och hälsa
880	10297.2122	EX0871	Självständigt arbete i biologi, A2E	Institutionen för husdjurens miljö och hälsa
880	10010.2122	HV0182	Bevarandebiologi	Institutionen för husdjurens miljö och hälsa
880	40142.2122	EX0867	Självständigt arbete i biologi, G2E	Institutionen för husdjurens miljö och hälsa
880	20004.2122	BI1387	Etologi och djurskydd	Institutionen för husdjurens miljö och hälsa
880	30004.2122	BI1388	Djurhållning, djurhälsa och smittskydd	Institutionen för husdjurens miljö och hälsa
880	10009.2122	HV0183	Djurmiljö	Institutionen för husdjurens miljö och hälsa
880	20005.2122	HV0186	Etologi och antrozoologi 2	Institutionen för husdjurens miljö och hälsa
880	20006.2122	HV0160	Djurskydd, djurvälfärd och djuretik	Institutionen för husdjurens miljö och hälsa
880	30006.2122	HV0156	Små sällskapsdjur och försöksdjursvetenskap	Institutionen för husdjurens miljö och hälsa
880	30007.2122	HV0185	Djurskydd - kontroll och bedömning	Institutionen för husdjurens miljö och hälsa
880	30008.2122	HV0182	Bevarandebiologi	Institutionen för husdjurens miljö och hälsa
880	10013.2122	HV0196	Avancerad djurvälfärd och djurskydd	Institutionen för husdjurens miljö och hälsa
880	10298.2122	HV0169	Marknadsinriktad får- och lammköttsproduktion	Institutionen för husdjurens miljö och hälsa
880	30242.2122	TU0027	Djurskydd, författningskunskap och epizootologi	Institutionen för husdjurens miljö och hälsa
880	10296.2122	BI1375	Antrozoologi i praktiken	Institutionen för husdjurens miljö och hälsa
